2017-09-22, 785
2017-09-23, 0
2017-09-24, 345
2017-09-25, 900
2017-09-26, 784
2017-09-27, 760
2017-09-28, 820
2017-09-29, 766
2017-09-30, 701
2017-10-01, 1171
2017-10-02, 835
2017-10-03, 755
2017-10-04, 746
2017-10-05, 700
2017-10-06, 765
2017-10-07, 0
2017-10-08, 160
2017-10-09, 0
2017-10-10, 840
2017-10-11, 780
2017-10-12, 886
2017-10-13, 882
2017-10-14, 735
2017-10-15, 700
2017-10-16, 1155
2017-10-17, 885
2017-10-18, 748
2017-10-19, 840
2017-10-20, 1135
2017-10-21, 114
2017-10-22, 321
2017-10-23, 480
2017-10-24, 20
2017-10-25, 0
2017-10-26, 0
2017-10-27, 350
2017-10-28, 161
2017-10-29, 485
2017-10-30, 1245
2017-10-31, 978
2017-11-01, 620
2017-11-02, 838
2017-11-03, 948
2017-11-04, 975
2017-11-05, 793
2017-11-06, 600
2017-11-07, 895
2017-11-08, 846
2017-11-09, 989
2017-11-10, 806
2017-11-11, 825
2017-11-12, 694
2017-11-13, 731
2017-11-14, 905
2017-11-15, 837
2017-11-16, 1188
2017-11-17, 907
2017-11-18, 578
2017-11-19, 566
2017-11-20, 1201
2017-11-21, 917
2017-11-22, 813
2017-11-23, 1235
2017-11-24, 874
2017-11-25, 217
2017-11-26, 555
2017-11-27, 652
2017-11-28, 923
2017-11-29, 774
2017-11-30, 654
2017-12-01, 549
2017-12-02, 679
2017-12-03, 564
2017-12-04, 547
2017-12-05, 907
2017-12-06, 633
2017-12-07, 537
2017-12-08, 390
2017-12-09, 115
2017-12-10, 622
2017-12-11, 490
2017-12-12, 676
2017-12-13, 316
2017-12-14, 527
2017-12-15, 880
2017-12-16, 231
2017-12-17, 454
2017-12-18, 133
2017-12-19, 583
2017-12-20, 0
2017-12-21, 358
2017-12-22, 19
2017-12-23, 36
2017-12-24, 112
