2017-11-08, 18
2017-11-09, 64
2017-11-10, 17
2017-11-11, 37
2017-11-12, 17
2017-11-13, 84
2017-11-14, 39
2017-11-15, 22
2017-11-16, 53
2017-11-17, 37
2017-11-18, 38
2017-11-19, 72
2017-11-20, 78
2017-11-21, 15
2017-11-22, 41
2017-11-23, 46
2017-11-24, 39
2017-11-25, 49
2017-11-26, 37
2017-11-27, 88
2017-11-28, 19
2017-11-29, 58
2017-11-30, 40
2017-12-01, 38
2017-12-02, 54
2017-12-03, 61
2017-12-04, 37
2017-12-05, 21
2017-12-06, 69
2017-12-07, 36
2017-12-08, 92
2017-12-09, 33
2017-12-10, 33
2017-12-11, 32
2017-12-12, 40
2017-12-13, 70
2017-12-14, 16
2017-12-15, 82
2017-12-16, 6
2017-12-17, 66
2017-12-18, 31
2017-12-19, 84
2017-12-20, 0
2017-12-21, 16
2017-12-22, 19
2017-12-23, 29
2017-12-24, 67
